id_encuestado,RangoEdad,SegmentoEdad,Genero,Ocupacion
1454,45 - 54 años,Adulto Mayor,Masculino,Comerciante
1455,45 - 54 años,Adulto Mayor,Femenino,No especificado
1456,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1457,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1458,35 - 44 años,Adulto,Femenino,Empleado privado
1460,25 - 34 años,Adulto Joven,Femenino,Empleado público
1461,25 - 34 años,Adulto Joven,Masculino,Jubilado
1462,25 - 34 años,Adulto Joven,Masculino,Empresario
1463,35 - 44 años,Adulto,Femenino,Comerciante
1464,18 - 24 años,Joven Adulto,Masculino,Empresario
1465,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
1466,25 - 34 años,Adulto Joven,Femenino,Estudiante
1467,35 - 44 años,Adulto,Masculino,Empleado privado
1468,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1469,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1470,18 - 24 años,Joven Adulto,Masculino,Otro
1471,25 - 34 años,Adulto Joven,Femenino,Estudiante
1473,45 - 54 años,Adulto Mayor,Femenino,Profesional independiente
1474,18 - 24 años,Joven Adulto,Femenino,Estudiante
1475,25 - 34 años,Adulto Joven,Femenino,Comerciante
1476,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1477,18 - 24 años,Joven Adulto,Femenino,Empresario
1478,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1479,25 - 34 años,Adulto Joven,Masculino,Estudiante
1480,18 - 24 años,Joven Adulto,Femenino,Estudiante
1482,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1483,55 años o más,Senior,Masculino,Otro
1484,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1485,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1486,Menos de 18 años,Juvenil,Femenino,Comerciante
1487,18 - 24 años,Joven Adulto,Femenino,Empresario
1488,55 años o más,Senior,Femenino,Empleado privado
1489,45 - 54 años,Adulto Mayor,Masculino,Comerciante
1490,18 - 24 años,Joven Adulto,Masculino,No especificado
1491,35 - 44 años,Adulto,Femenino,Estudiante
1492,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1493,Menos de 18 años,Juvenil,Femenino,Empleado privado
1494,25 - 34 años,Adulto Joven,Masculino,Estudiante
1495,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1496,Menos de 18 años,Juvenil,Masculino,Empleado privado
1497,35 - 44 años,Adulto,Femenino,Empresario
1498,Menos de 18 años,Juvenil,Femenino,Empleado privado
1499,35 - 44 años,Adulto,Femenino,Estudiante
1500,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1501,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1502,18 - 24 años,Joven Adulto,Femenino,Ama de casa
1503,35 - 44 años,Adulto,Masculino,Empresario
1504,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Empleado privado
1505,25 - 34 años,Adulto Joven,Femenino,Estudiante
1506,45 - 54 años,Adulto Mayor,Prefiero no indicarlo,Estudiante
1507,25 - 34 años,Adulto Joven,Masculino,Empleado público
1508,18 - 24 años,Joven Adulto,Masculino,Empleado público
1509,Menos de 18 años,Juvenil,Masculino,Comerciante
1510,Menos de 18 años,Juvenil,Femenino,Empleado público
1511,45 - 54 años,Adulto Mayor,Masculino,Estudiante
1512,Menos de 18 años,Juvenil,Masculino,Empleado público
1513,18 - 24 años,Joven Adulto,Masculino,Comerciante
1514,35 - 44 años,Adulto,Masculino,Profesional independiente
1515,35 - 44 años,Adulto,Masculino,Empleado privado
1516,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1517,25 - 34 años,Adulto Joven,Masculino,Comerciante
1518,Menos de 18 años,Juvenil,Masculino,Comerciante
1519,45 - 54 años,Adulto Mayor,Femenino,Empleado público
1520,Menos de 18 años,Juvenil,Masculino,Empresario
1521,18 - 24 años,Joven Adulto,Femenino,Comerciante
1522,Menos de 18 años,Juvenil,Masculino,Estudiante
1523,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1524,25 - 34 años,Adulto Joven,Masculino,Empleado público
1525,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1526,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1527,25 - 34 años,Adulto Joven,Femenino,Empleado público
1528,Menos de 18 años,Juvenil,Masculino,Empleado privado
1529,45 - 54 años,Adulto Mayor,Prefiero no indicarlo,Empleado privado
1530,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1531,35 - 44 años,Adulto,Masculino,Otro
1532,18 - 24 años,Joven Adulto,Masculino,Ama de casa
1533,25 - 34 años,Adulto Joven,Masculino,Estudiante
1534,25 - 34 años,Adulto Joven,Masculino,Comerciante
1535,18 - 24 años,Joven Adulto,Femenino,Empresario
1536,25 - 34 años,Adulto Joven,Masculino,Comerciante
1537,35 - 44 años,Adulto,Femenino,Ama de casa
1538,25 - 34 años,Adulto Joven,Femenino,Comerciante
1539,18 - 24 años,Joven Adulto,Masculino,Empleado público
1540,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1541,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1542,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1543,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1544,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1545,Menos de 18 años,Juvenil,Femenino,Estudiante
1546,35 - 44 años,Adulto,Masculino,Estudiante
1547,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1548,35 - 44 años,Adulto,Femenino,Empleado privado
1549,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1550,25 - 34 años,Adulto Joven,Femenino,Comerciante
1551,18 - 24 años,Joven Adulto,Femenino,Ama de casa
1552,Menos de 18 años,Juvenil,Masculino,Empleado privado
1553,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Comerciante
1554,18 - 24 años,Joven Adulto,Masculino,Estudiante
1555,45 - 54 años,Adulto Mayor,Femenino,Profesional independiente
1556,Menos de 18 años,Juvenil,Masculino,Empleado privado
1557,18 - 24 años,Joven Adulto,Femenino,Ama de casa
1558,45 - 54 años,Adulto Mayor,Femenino,Otro
1559,45 - 54 años,Adulto Mayor,Masculino,Comerciante
1560,25 - 34 años,Adulto Joven,Masculino,Comerciante
1561,35 - 44 años,Adulto,Femenino,Empleado privado
1562,35 - 44 años,Adulto,Femenino,Comerciante
1563,25 - 34 años,Adulto Joven,Femenino,Estudiante
1564,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1565,35 - 44 años,Adulto,Masculino,Empleado público
1566,25 - 34 años,Adulto Joven,Femenino,Estudiante
1567,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1568,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1569,18 - 24 años,Joven Adulto,Femenino,Otro
1570,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
1571,25 - 34 años,Adulto Joven,Masculino,Comerciante
1572,Menos de 18 años,Juvenil,Masculino,Empleado privado
1573,25 - 34 años,Adulto Joven,Masculino,Empleado público
1574,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1575,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1576,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1577,25 - 34 años,Adulto Joven,Femenino,Ama de casa
1578,18 - 24 años,Joven Adulto,Masculino,Comerciante
1579,Menos de 18 años,Juvenil,Masculino,Profesional independiente
1580,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1581,18 - 24 años,Joven Adulto,Femenino,Ama de casa
1582,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1583,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1584,25 - 34 años,Adulto Joven,Masculino,Comerciante
1585,35 - 44 años,Adulto,Masculino,Profesional independiente
1586,45 - 54 años,Adulto Mayor,Femenino,Empresario
1587,Menos de 18 años,Juvenil,Prefiero no indicarlo,Empleado público
1588,35 - 44 años,Adulto,Masculino,Empleado privado
1589,35 - 44 años,Adulto,Masculino,Empresario
1590,35 - 44 años,Adulto,Femenino,Empleado público
1591,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1592,25 - 34 años,Adulto Joven,Femenino,Estudiante
1593,18 - 24 años,Joven Adulto,Femenino,Empresario
1594,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1596,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1597,35 - 44 años,Adulto,Femenino,Estudiante
1598,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1599,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1600,Menos de 18 años,Juvenil,Femenino,Comerciante
1601,18 - 24 años,Joven Adulto,Masculino,Empleado público
1602,Menos de 18 años,Juvenil,Femenino,Empleado privado
1603,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1604,35 - 44 años,Adulto,Femenino,Estudiante
1605,Menos de 18 años,Juvenil,Femenino,Empleado privado
1606,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1607,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1608,25 - 34 años,Adulto Joven,Femenino,Empleado público
1609,45 - 54 años,Adulto Mayor,Femenino,Ama de casa
1610,45 - 54 años,Adulto Mayor,Masculino,Estudiante
1611,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1612,25 - 34 años,Adulto Joven,Masculino,Otro
1613,25 - 34 años,Adulto Joven,Femenino,Estudiante
1614,45 - 54 años,Adulto Mayor,Femenino,No especificado
1615,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1616,18 - 24 años,Joven Adulto,Masculino,Estudiante
1617,35 - 44 años,Adulto,Femenino,Empleado privado
1618,Menos de 18 años,Juvenil,Masculino,Otro
1619,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1620,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1621,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1622,25 - 34 años,Adulto Joven,Femenino,Comerciante
1623,18 - 24 años,Joven Adulto,Femenino,Estudiante
1624,18 - 24 años,Joven Adulto,Masculino,Comerciante
1625,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
1626,Menos de 18 años,Juvenil,Masculino,Empleado privado
1627,45 - 54 años,Adulto Mayor,Femenino,Profesional independiente
1628,45 - 54 años,Adulto Mayor,Masculino,Jubilado
1629,25 - 34 años,Adulto Joven,Masculino,Otro
1630,35 - 44 años,Adulto,Femenino,Empleado privado
1631,25 - 34 años,Adulto Joven,Femenino,Estudiante
1632,55 años o más,Senior,Masculino,Empleado privado
1633,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1634,18 - 24 años,Joven Adulto,Femenino,Estudiante
1635,18 - 24 años,Joven Adulto,Femenino,Empleado público
1636,35 - 44 años,Adulto,Femenino,Comerciante
1637,35 - 44 años,Adulto,Masculino,Empleado privado
1638,18 - 24 años,Joven Adulto,Femenino,Comerciante
1639,25 - 34 años,Adulto Joven,Femenino,Ama de casa
1640,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Jubilado
1641,25 - 34 años,Adulto Joven,Masculino,Estudiante
1642,35 - 44 años,Adulto,Femenino,Empleado privado
1643,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1644,25 - 34 años,Adulto Joven,Masculino,Comerciante
1645,Menos de 18 años,Juvenil,Femenino,Empresario
1646,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1647,55 años o más,Senior,Femenino,Estudiante
1648,35 - 44 años,Adulto,Femenino,Empleado privado
1649,35 - 44 años,Adulto,Masculino,Jubilado
1650,35 - 44 años,Adulto,Femenino,Empleado privado
1651,35 - 44 años,Adulto,Masculino,Estudiante
1652,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1653,35 - 44 años,Adulto,Masculino,Empleado privado
1654,Menos de 18 años,Juvenil,Masculino,Ama de casa
1655,35 - 44 años,Adulto,Femenino,Ama de casa
1656,18 - 24 años,Joven Adulto,Masculino,Empleado público
1657,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1658,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1659,18 - 24 años,Joven Adulto,Femenino,Otro
1660,18 - 24 años,Joven Adulto,Femenino,Ama de casa
1661,Menos de 18 años,Juvenil,Femenino,Empleado público
1662,35 - 44 años,Adulto,Masculino,Empleado privado
1663,18 - 24 años,Joven Adulto,Femenino,No especificado
1664,35 - 44 años,Adulto,Femenino,Comerciante
1665,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1666,35 - 44 años,Adulto,Femenino,Ama de casa
1667,25 - 34 años,Adulto Joven,Masculino,Estudiante
1668,35 - 44 años,Adulto,Femenino,Profesional independiente
1669,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1670,35 - 44 años,Adulto,Femenino,Empleado privado
1671,35 - 44 años,Adulto,Masculino,Estudiante
1672,25 - 34 años,Adulto Joven,Femenino,Estudiante
1673,Menos de 18 años,Juvenil,Femenino,Empleado privado
1674,35 - 44 años,Adulto,Femenino,Empresario
1675,25 - 34 años,Adulto Joven,Femenino,Estudiante
1676,45 - 54 años,Adulto Mayor,Femenino,Empleado público
1677,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1678,25 - 34 años,Adulto Joven,Masculino,Estudiante
1679,18 - 24 años,Joven Adulto,Masculino,Ama de casa
1680,55 años o más,Senior,Masculino,Comerciante
1681,35 - 44 años,Adulto,Femenino,Ama de casa
1682,18 - 24 años,Joven Adulto,Masculino,Empleado público
1683,25 - 34 años,Adulto Joven,Masculino,Otro
1684,Menos de 18 años,Juvenil,Masculino,Empleado privado
1685,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1686,Menos de 18 años,Juvenil,Masculino,Ama de casa
1687,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1688,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1689,35 - 44 años,Adulto,Masculino,Otro
1690,35 - 44 años,Adulto,Masculino,Ama de casa
1691,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1692,45 - 54 años,Adulto Mayor,Masculino,Profesional independiente
1693,35 - 44 años,Adulto,Masculino,Estudiante
1694,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1695,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1696,18 - 24 años,Joven Adulto,Masculino,Empresario
1697,45 - 54 años,Adulto Mayor,Masculino,Profesional independiente
1698,25 - 34 años,Adulto Joven,Femenino,Empleado público
1699,45 - 54 años,Adulto Mayor,Masculino,Estudiante
1700,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1701,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1702,Menos de 18 años,Juvenil,Masculino,Estudiante
1703,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1704,55 años o más,Senior,Masculino,Profesional independiente
1705,Menos de 18 años,Juvenil,Masculino,Comerciante
1706,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1707,18 - 24 años,Joven Adulto,Masculino,Comerciante
1708,Menos de 18 años,Juvenil,Masculino,Profesional independiente
1709,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1710,35 - 44 años,Adulto,Femenino,Empleado privado
1711,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1712,45 - 54 años,Adulto Mayor,Femenino,Ama de casa
1713,35 - 44 años,Adulto,Masculino,Empleado privado
1714,35 - 44 años,Adulto,Femenino,Empleado público
1715,35 - 44 años,Adulto,Masculino,Estudiante
1716,35 - 44 años,Adulto,Femenino,Empleado público
1717,35 - 44 años,Adulto,Prefiero no indicarlo,Estudiante
1718,35 - 44 años,Adulto,Femenino,Estudiante
1719,55 años o más,Senior,Masculino,Empleado privado
1720,25 - 34 años,Adulto Joven,Femenino,Empresario
1721,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1722,18 - 24 años,Joven Adulto,Masculino,Comerciante
1723,Menos de 18 años,Juvenil,Masculino,Ama de casa
1724,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Ama de casa
1725,18 - 24 años,Joven Adulto,Masculino,Ama de casa
1726,18 - 24 años,Joven Adulto,Masculino,Empleado público
1727,35 - 44 años,Adulto,Femenino,Empleado privado
1728,35 - 44 años,Adulto,Femenino,No especificado
1729,18 - 24 años,Joven Adulto,Masculino,Otro
1730,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1731,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1732,25 - 34 años,Adulto Joven,Femenino,Ama de casa
1733,18 - 24 años,Joven Adulto,Femenino,Empresario
1734,35 - 44 años,Adulto,Masculino,Estudiante
1735,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1736,35 - 44 años,Adulto,Femenino,Ama de casa
1737,Menos de 18 años,Juvenil,Masculino,Empleado privado
1738,18 - 24 años,Joven Adulto,Masculino,Empresario
1739,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
1740,35 - 44 años,Adulto,Masculino,Jubilado
1741,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1742,35 - 44 años,Adulto,Femenino,Otro
1743,25 - 34 años,Adulto Joven,Masculino,Ama de casa
1744,35 - 44 años,Adulto,Femenino,Empleado privado
1745,18 - 24 años,Joven Adulto,Femenino,Comerciante
1746,18 - 24 años,Joven Adulto,Masculino,Comerciante
1747,45 - 54 años,Adulto Mayor,Femenino,Ama de casa
1748,25 - 34 años,Adulto Joven,Masculino,Estudiante
1749,25 - 34 años,Adulto Joven,Masculino,Estudiante
1750,35 - 44 años,Adulto,Femenino,Ama de casa
1751,35 - 44 años,Adulto,Femenino,Comerciante
1752,18 - 24 años,Joven Adulto,Femenino,Empresario
1753,45 - 54 años,Adulto Mayor,Femenino,Empleado público
1754,25 - 34 años,Adulto Joven,Femenino,Empleado público
1755,25 - 34 años,Adulto Joven,Femenino,Estudiante
1756,18 - 24 años,Joven Adulto,Femenino,Jubilado
1757,35 - 44 años,Adulto,Masculino,Empleado privado
1758,45 - 54 años,Adulto Mayor,Prefiero no indicarlo,Otro
1759,35 - 44 años,Adulto,Femenino,Empleado privado
1760,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1761,35 - 44 años,Adulto,Masculino,Profesional independiente
1762,35 - 44 años,Adulto,Femenino,Empleado privado
1763,Menos de 18 años,Juvenil,Masculino,Ama de casa
1764,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1765,25 - 34 años,Adulto Joven,Masculino,Estudiante
1766,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1767,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1768,Menos de 18 años,Juvenil,Masculino,Empleado privado
1769,35 - 44 años,Adulto,Masculino,Estudiante
1770,25 - 34 años,Adulto Joven,Masculino,Ama de casa
1771,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1772,25 - 34 años,Adulto Joven,Femenino,Empleado público
1774,Menos de 18 años,Juvenil,Masculino,Empleado privado
1775,Menos de 18 años,Juvenil,Masculino,Estudiante
1776,45 - 54 años,Adulto Mayor,Femenino,Empleado público
1777,25 - 34 años,Adulto Joven,Femenino,Empresario
1778,35 - 44 años,Adulto,Femenino,Empleado privado
1779,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1780,35 - 44 años,Adulto,Femenino,Profesional independiente
1781,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1782,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1783,25 - 34 años,Adulto Joven,Femenino,Comerciante
1784,55 años o más,Senior,Masculino,No especificado
1785,18 - 24 años,Joven Adulto,Femenino,Comerciante
1786,18 - 24 años,Joven Adulto,Femenino,Ama de casa
1787,18 - 24 años,Joven Adulto,Femenino,Jubilado
1788,35 - 44 años,Adulto,Femenino,Profesional independiente
1789,25 - 34 años,Adulto Joven,Masculino,Estudiante
1790,25 - 34 años,Adulto Joven,Masculino,Estudiante
1791,Menos de 18 años,Juvenil,Femenino,Empresario
1792,35 - 44 años,Adulto,Masculino,Empleado privado
1793,55 años o más,Senior,Masculino,Empleado privado
1794,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Comerciante
1795,55 años o más,Senior,Femenino,Empresario
1796,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1797,Menos de 18 años,Juvenil,Masculino,Empleado público
1798,35 - 44 años,Adulto,Masculino,Empleado público
1799,45 - 54 años,Adulto Mayor,Masculino,Profesional independiente
1800,Menos de 18 años,Juvenil,Femenino,Empresario
1801,25 - 34 años,Adulto Joven,Femenino,Empleado público
1802,Menos de 18 años,Juvenil,Masculino,Empleado privado
1803,18 - 24 años,Joven Adulto,Femenino,Estudiante
1804,18 - 24 años,Joven Adulto,Femenino,Empresario
1805,35 - 44 años,Adulto,Masculino,Empleado público
1806,35 - 44 años,Adulto,Masculino,Comerciante
1807,45 - 54 años,Adulto Mayor,Femenino,Comerciante
1808,25 - 34 años,Adulto Joven,Femenino,Comerciante
1809,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1810,45 - 54 años,Adulto Mayor,Masculino,Profesional independiente
1811,45 - 54 años,Adulto Mayor,Femenino,Estudiante
1812,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1813,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1814,25 - 34 años,Adulto Joven,Masculino,Empleado público
1815,18 - 24 años,Joven Adulto,Femenino,Estudiante
1816,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1817,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1818,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1819,18 - 24 años,Joven Adulto,Femenino,Comerciante
1820,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1821,35 - 44 años,Adulto,Prefiero no indicarlo,Comerciante
1822,18 - 24 años,Joven Adulto,Masculino,Comerciante
1823,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1824,Menos de 18 años,Juvenil,Femenino,Empleado privado
1825,18 - 24 años,Joven Adulto,Masculino,Comerciante
1826,Menos de 18 años,Juvenil,Femenino,Comerciante
1827,35 - 44 años,Adulto,Femenino,Ama de casa
1828,25 - 34 años,Adulto Joven,Femenino,Estudiante
1829,55 años o más,Senior,Masculino,Empleado privado
1830,45 - 54 años,Adulto Mayor,Femenino,Ama de casa
1831,35 - 44 años,Adulto,Femenino,Comerciante
1832,18 - 24 años,Joven Adulto,Femenino,Empresario
1833,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1834,18 - 24 años,Joven Adulto,Masculino,Otro
1835,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1836,18 - 24 años,Joven Adulto,Femenino,Estudiante
1837,Menos de 18 años,Juvenil,Masculino,Empresario
1838,35 - 44 años,Adulto,Femenino,Empleado privado
1839,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1840,25 - 34 años,Adulto Joven,Femenino,Empleado público
1841,18 - 24 años,Joven Adulto,Femenino,Empleado público
1842,18 - 24 años,Joven Adulto,Masculino,Empresario
1843,35 - 44 años,Adulto,Femenino,Empresario
1844,35 - 44 años,Adulto,Femenino,Ama de casa
1845,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1846,Menos de 18 años,Juvenil,Femenino,Profesional independiente
1847,25 - 34 años,Adulto Joven,Femenino,Ama de casa
1848,25 - 34 años,Adulto Joven,Femenino,Comerciante
1849,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Empleado público
1850,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1851,18 - 24 años,Joven Adulto,Femenino,Comerciante
1852,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1853,35 - 44 años,Adulto,Masculino,Ama de casa
1854,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1855,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1856,35 - 44 años,Adulto,Femenino,Estudiante
1857,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1858,35 - 44 años,Adulto,Masculino,Empresario
1859,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1860,55 años o más,Senior,Prefiero no indicarlo,Comerciante
1861,18 - 24 años,Joven Adulto,Femenino,Empleado público
1862,45 - 54 años,Adulto Mayor,Femenino,Otro
1863,35 - 44 años,Adulto,Masculino,Otro
1865,25 - 34 años,Adulto Joven,Femenino,Ama de casa
1866,25 - 34 años,Adulto Joven,Femenino,Estudiante
1867,45 - 54 años,Adulto Mayor,Masculino,Empresario
1868,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1869,Menos de 18 años,Juvenil,Masculino,Estudiante
1870,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1871,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1872,55 años o más,Senior,Femenino,Comerciante
1873,35 - 44 años,Adulto,Femenino,Comerciante
1874,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1875,35 - 44 años,Adulto,Femenino,Comerciante
1876,25 - 34 años,Adulto Joven,Masculino,Estudiante
1877,18 - 24 años,Joven Adulto,Femenino,Estudiante
1878,18 - 24 años,Joven Adulto,Masculino,Otro
1879,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1880,35 - 44 años,Adulto,Femenino,Ama de casa
1881,25 - 34 años,Adulto Joven,Masculino,Estudiante
1882,55 años o más,Senior,Masculino,Comerciante
1883,35 - 44 años,Adulto,Femenino,Empleado privado
1884,18 - 24 años,Joven Adulto,Femenino,Estudiante
1885,25 - 34 años,Adulto Joven,Masculino,Estudiante
1886,55 años o más,Senior,Femenino,Empleado privado
1887,25 - 34 años,Adulto Joven,Masculino,Otro
1888,25 - 34 años,Adulto Joven,Masculino,Empleado público
1889,25 - 34 años,Adulto Joven,Femenino,Empresario
1890,35 - 44 años,Adulto,Femenino,Empleado privado
1891,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Empleado privado
1892,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Estudiante
1893,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1894,35 - 44 años,Adulto,Prefiero no indicarlo,Empleado privado
1895,18 - 24 años,Joven Adulto,Femenino,Empresario
1896,25 - 34 años,Adulto Joven,Femenino,Comerciante
1897,35 - 44 años,Adulto,Masculino,Empresario
1898,Menos de 18 años,Juvenil,Masculino,Empleado público
1899,Menos de 18 años,Juvenil,Masculino,Empleado público
1900,25 - 34 años,Adulto Joven,Masculino,Comerciante
1901,Menos de 18 años,Juvenil,Femenino,Empleado privado
1902,45 - 54 años,Adulto Mayor,Femenino,Comerciante
1903,55 años o más,Senior,Femenino,Comerciante
1904,35 - 44 años,Adulto,Masculino,Empleado privado
1905,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1906,25 - 34 años,Adulto Joven,Masculino,Ama de casa
1907,Menos de 18 años,Juvenil,Masculino,Empleado público
1908,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1909,55 años o más,Senior,Masculino,Empleado privado
1910,25 - 34 años,Adulto Joven,Femenino,Estudiante
1911,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1912,25 - 34 años,Adulto Joven,Femenino,Comerciante
1913,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1914,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1915,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1916,35 - 44 años,Adulto,Masculino,Profesional independiente
1917,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1918,18 - 24 años,Joven Adulto,Femenino,Otro
1919,55 años o más,Senior,Masculino,Empresario
1920,35 - 44 años,Adulto,Masculino,Empleado privado
1921,25 - 34 años,Adulto Joven,Femenino,Estudiante
1922,25 - 34 años,Adulto Joven,Masculino,Ama de casa
1923,35 - 44 años,Adulto,Masculino,Empleado privado
1924,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1925,35 - 44 años,Adulto,Femenino,Estudiante
1926,25 - 34 años,Adulto Joven,Masculino,Estudiante
1927,35 - 44 años,Adulto,Masculino,Empleado privado
