id_campania,TipoPublicidadAtractiva,PromocionPreferida,CampaniaMasProbableCompra,CompraTarjetasColeccionables
1306,Historias de aficionados,Sorteo de viajes,Edición con jugadores famosos,Sí
1307,Historias de aficionados,Descuento directo,Edición con jugadores famosos,Sí
1308,Premios y sorteos,Descuento directo,Edición Argentina,No
1309,Premios y sorteos,Descuento directo,Edición con jugadores famosos,No
1310,Historias de aficionados,2x1,Edición Francia,Sí
1311,Historias de aficionados,Sorteo de camisetas,Edición Argentina,No
1312,Premios y sorteos,Sorteo de camisetas,Edición Francia,Sí
1313,Premios y sorteos,Descuento directo,Edición España,No
1314,Historias de aficionados,Descuento directo,Edición Inglaterra,No
1315,Una selección nacional,Sorteo de viajes,Edición con jugadores famosos,Sí
1316,Una selección nacional,2x1,Edición con jugadores famosos,Sí
1317,Una selección nacional,Producto gratis,Edición Francia,Sí
1318,Un jugador famoso,2x1,Edición Argentina,Sí
2405,Una selección nacional,2x1,Edición Inglaterra,Sí
1320,Una selección nacional,2x1,Edición con jugadores famosos,No
1321,Una selección nacional,Descuento directo,Edición Francia,Sí
1322,Premios y sorteos,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1323,Una selección nacional,Producto gratis,Edición Francia,Sí
1324,Un jugador famoso,Sorteo de balones,Edición con tarjetas coleccionables,No
1325,Un jugador famoso,Descuento directo,Edición Brasil,Sí
1326,Un jugador famoso,Descuento directo,Edición Argentina,Sí
1327,Un jugador famoso,Descuento directo,Edición Inglaterra,Sí
1328,Humor,Descuento directo,Edición Brasil,Sí
1329,Un jugador famoso,2x1,Edición Francia,Sí
1330,Premios y sorteos,Descuento directo,Edición Francia,No
1331,Un jugador famoso,Producto gratis,Edición con jugadores famosos,No
1332,Una selección nacional,2x1,Edición con jugadores famosos,Sí
1333,Una selección nacional,Descuento directo,Edición Inglaterra,Sí
1334,Una selección nacional,Descuento directo,Edición Francia,No
1335,Premios y sorteos,Tarjetas coleccionables,Edición Brasil,Sí
1336,Una selección nacional,Tarjetas coleccionables,Edición Brasil,Sí
1337,Un jugador famoso,2x1,Edición Mundial FIFA 2026,Sí
1339,Una selección nacional,Descuento directo,Edición con jugadores famosos,Sí
1340,Premios y sorteos,Producto gratis,Edición con jugadores famosos,Sí
1341,Premios y sorteos,Sorteo de viajes,Edición con jugadores famosos,Sí
1342,Un jugador famoso,Sorteo de camisetas,Edición Inglaterra,No
1343,Un jugador famoso,Sorteo de balones,Edición Mundial FIFA 2026,Sí
1344,Premios y sorteos,Sorteo de viajes,Edición Argentina,Sí
1345,Una selección nacional,Sorteo de viajes,Edición Brasil,Sí
1346,Premios y sorteos,Producto gratis,Edición con jugadores famosos,No
1347,Un jugador famoso,Tarjetas coleccionables,Edición España,No
1348,Una selección nacional,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
1349,Un jugador famoso,Producto gratis,Edición con jugadores famosos,Sí
1350,Un jugador famoso,Producto gratis,Edición con tarjetas coleccionables,Sí
1351,Una selección nacional,Sorteo de camisetas,Edición Mundial FIFA 2026,No
1352,Historias de aficionados,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1353,Un jugador famoso,2x1,Edición Brasil,No
1354,Humor,2x1,Edición con tarjetas coleccionables,Sí
1355,Un jugador famoso,Sorteo de balones,Edición Argentina,Sí
1356,Un jugador famoso,2x1,Edición España,No
1357,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1358,Premios y sorteos,2x1,Edición Mundial FIFA 2026,No
1359,Un jugador famoso,Producto gratis,Edición con tarjetas coleccionables,Sí
1360,Un jugador famoso,Sorteo de camisetas,Edición con jugadores famosos,Sí
1361,Un jugador famoso,Descuento directo,Edición Francia,Sí
1362,Un jugador famoso,2x1,Edición España,Sí
1363,Premios y sorteos,Sorteo de balones,Edición Francia,Sí
1364,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,Sí
1365,Premios y sorteos,2x1,Edición con jugadores famosos,Sí
1366,Historias de aficionados,Tarjetas coleccionables,Edición Brasil,No
1367,Historias de aficionados,Descuento directo,Edición con jugadores famosos,Sí
1368,Una selección nacional,2x1,Edición España,No
1369,Una selección nacional,Sorteo de camisetas,Edición con jugadores famosos,Sí
1370,Una selección nacional,Descuento directo,Edición Argentina,Sí
1371,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,Sí
1372,Un jugador famoso,2x1,Edición Inglaterra,No
1373,Una selección nacional,Producto gratis,Edición Argentina,Sí
1374,Premios y sorteos,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1375,Un jugador famoso,Sorteo de camisetas,Edición con jugadores famosos,Sí
1376,Historias de aficionados,Sorteo de balones,Edición Brasil,Sí
1377,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,Sí
1378,Humor,2x1,Edición con tarjetas coleccionables,Sí
1379,Humor,Descuento directo,Edición con jugadores famosos,No
1380,Una selección nacional,2x1,Edición Francia,No
1381,Historias de aficionados,Producto gratis,Edición con tarjetas coleccionables,No
1382,Un jugador famoso,Sorteo de camisetas,Edición con jugadores famosos,No
1383,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,Sí
1384,Un jugador famoso,2x1,Edición Inglaterra,Sí
1385,Humor,Producto gratis,Edición Inglaterra,Sí
1386,Una selección nacional,Descuento directo,Edición Inglaterra,Sí
1387,Una selección nacional,Descuento directo,Edición Francia,Sí
1388,Una selección nacional,Producto gratis,Edición Mundial FIFA 2026,Sí
1389,Un jugador famoso,Descuento directo,Edición Argentina,Sí
1390,Un jugador famoso,Producto gratis,Edición con jugadores famosos,Sí
1391,Una selección nacional,Producto gratis,Edición con jugadores famosos,Sí
1392,Un jugador famoso,2x1,Edición Mundial FIFA 2026,Sí
1393,Un jugador famoso,Sorteo de viajes,Edición Argentina,Sí
1394,Un jugador famoso,Producto gratis,Edición con tarjetas coleccionables,Sí
1395,Premios y sorteos,2x1,Edición con jugadores famosos,No
1396,Premios y sorteos,Sorteo de viajes,Edición España,Sí
1397,Historias de aficionados,Descuento directo,Edición Brasil,Sí
1398,Un jugador famoso,2x1,Edición Brasil,Sí
1399,Una selección nacional,Tarjetas coleccionables,Edición con tarjetas coleccionables,No
1400,Una selección nacional,2x1,Edición con jugadores famosos,No
1401,Premios y sorteos,Sorteo de balones,Edición Argentina,Sí
1402,Premios y sorteos,Sorteo de camisetas,Edición Francia,No
1403,Un jugador famoso,Sorteo de viajes,Edición Francia,Sí
1404,Un jugador famoso,Descuento directo,Edición con tarjetas coleccionables,No
1405,Premios y sorteos,Producto gratis,Edición Argentina,Sí
1406,Una selección nacional,2x1,Edición Mundial FIFA 2026,No
1407,Historias de aficionados,2x1,Edición con tarjetas coleccionables,No
1408,Un jugador famoso,Sorteo de viajes,Edición con tarjetas coleccionables,Sí
1409,Una selección nacional,Producto gratis,Edición Mundial FIFA 2026,Sí
1410,Un jugador famoso,2x1,Edición Argentina,Sí
1411,Una selección nacional,Sorteo de camisetas,Edición Brasil,No
1412,Premios y sorteos,Tarjetas coleccionables,Edición Inglaterra,Sí
1413,Premios y sorteos,Sorteo de viajes,Edición Brasil,No
1414,Historias de aficionados,Sorteo de balones,Edición Inglaterra,No
1415,Un jugador famoso,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
1417,Un jugador famoso,Descuento directo,Edición Brasil,Sí
1418,Humor,2x1,Edición Argentina,No
1419,Un jugador famoso,Descuento directo,Edición con jugadores famosos,Sí
1420,Una selección nacional,Sorteo de viajes,Edición Brasil,No
1421,Premios y sorteos,2x1,Edición con tarjetas coleccionables,Sí
1422,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,No
2478,Humor,Descuento directo,Edición Argentina,Sí
1424,Una selección nacional,Producto gratis,Edición Brasil,No
1425,Premios y sorteos,Descuento directo,Edición Mundial FIFA 2026,Sí
1426,Un jugador famoso,2x1,Edición con jugadores famosos,Sí
1427,Una selección nacional,Descuento directo,Edición Argentina,No
1428,Premios y sorteos,2x1,Edición Brasil,No
1429,Un jugador famoso,Producto gratis,Edición con tarjetas coleccionables,Sí
1430,Un jugador famoso,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
1431,Una selección nacional,Descuento directo,Edición Brasil,No
1432,Una selección nacional,2x1,Edición con jugadores famosos,No
1433,Historias de aficionados,Descuento directo,Edición Inglaterra,No
1434,Una selección nacional,Tarjetas coleccionables,Edición Inglaterra,No
1435,Una selección nacional,2x1,Edición Argentina,No
1436,Historias de aficionados,Sorteo de balones,Edición con jugadores famosos,Sí
1437,Una selección nacional,2x1,Edición con jugadores famosos,Sí
1438,Un jugador famoso,2x1,Edición Argentina,No
1439,Un jugador famoso,2x1,Edición Argentina,Sí
1440,Humor,Sorteo de viajes,Edición Argentina,Sí
1441,Una selección nacional,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
1442,Humor,2x1,Edición España,Sí
1443,Premios y sorteos,Producto gratis,Edición Brasil,No
1444,Un jugador famoso,Sorteo de balones,Edición Argentina,Sí
1445,Premios y sorteos,Descuento directo,Edición Mundial FIFA 2026,No
1446,Premios y sorteos,Tarjetas coleccionables,Edición España,No
1447,Una selección nacional,2x1,Edición Brasil,No
1448,Una selección nacional,Sorteo de camisetas,Edición Brasil,Sí
1449,Premios y sorteos,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1450,Una selección nacional,Tarjetas coleccionables,Edición España,Sí
1451,Premios y sorteos,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1452,Una selección nacional,Producto gratis,Edición Brasil,Sí
1453,Un jugador famoso,Sorteo de camisetas,Edición Argentina,No
1454,Una selección nacional,2x1,Edición Inglaterra,Sí
1455,Premios y sorteos,Sorteo de camisetas,Edición Brasil,Sí
1456,Historias de aficionados,Descuento directo,Edición Brasil,No
1457,Un jugador famoso,Producto gratis,Edición España,Sí
1458,Un jugador famoso,Descuento directo,Edición Inglaterra,Sí
1460,Historias de aficionados,Sorteo de camisetas,Edición Argentina,Sí
1461,Premios y sorteos,Tarjetas coleccionables,Edición Argentina,No
1462,Un jugador famoso,Sorteo de camisetas,Edición Argentina,Sí
1463,Historias de aficionados,2x1,Edición con jugadores famosos,Sí
1464,Premios y sorteos,2x1,Edición Inglaterra,Sí
1465,Premios y sorteos,2x1,Edición Mundial FIFA 2026,Sí
1466,Una selección nacional,Producto gratis,Edición con jugadores famosos,No
1467,Historias de aficionados,Tarjetas coleccionables,Edición Argentina,Sí
1468,Un jugador famoso,Producto gratis,Edición Argentina,Sí
1469,Premios y sorteos,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1470,Un jugador famoso,Producto gratis,Edición Mundial FIFA 2026,Sí
1471,Un jugador famoso,Producto gratis,Edición Brasil,Sí
1473,Premios y sorteos,Tarjetas coleccionables,Edición con jugadores famosos,No
1474,Premios y sorteos,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
1475,Humor,Sorteo de balones,Edición con jugadores famosos,Sí
1476,Una selección nacional,Tarjetas coleccionables,Edición Francia,Sí
1477,Una selección nacional,2x1,Edición con jugadores famosos,No
1478,Un jugador famoso,2x1,Edición Argentina,Sí
1479,Una selección nacional,Sorteo de viajes,Edición Inglaterra,Sí
1480,Una selección nacional,Producto gratis,Edición Francia,Sí
1482,Humor,Sorteo de camisetas,Edición Francia,No
1483,Humor,Descuento directo,Edición España,No
1484,Premios y sorteos,Sorteo de balones,Edición España,Sí
1485,Premios y sorteos,2x1,Edición Argentina,Sí
1486,Una selección nacional,Descuento directo,Edición Brasil,No
1487,Una selección nacional,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1488,Un jugador famoso,Descuento directo,Edición con jugadores famosos,Sí
1489,Un jugador famoso,Sorteo de camisetas,Edición España,Sí
1490,Una selección nacional,Producto gratis,Edición con tarjetas coleccionables,Sí
1491,Premios y sorteos,Sorteo de viajes,Edición Brasil,Sí
1492,Humor,Sorteo de viajes,Edición Mundial FIFA 2026,No
1493,Un jugador famoso,Tarjetas coleccionables,Edición Francia,No
1494,Una selección nacional,Descuento directo,Edición Brasil,Sí
1495,Historias de aficionados,Producto gratis,Edición Francia,No
1496,Un jugador famoso,Sorteo de balones,Edición con jugadores famosos,Sí
1497,Un jugador famoso,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1498,Una selección nacional,2x1,Edición España,No
1499,Premios y sorteos,Sorteo de viajes,Edición Brasil,Sí
1500,Humor,Sorteo de camisetas,Edición Inglaterra,No
1501,Un jugador famoso,Sorteo de balones,Edición Brasil,Sí
1502,Humor,2x1,Edición con tarjetas coleccionables,No
1503,Una selección nacional,2x1,Edición Mundial FIFA 2026,No
1504,Historias de aficionados,Descuento directo,Edición Mundial FIFA 2026,No
1505,Una selección nacional,2x1,Edición con jugadores famosos,Sí
1506,Un jugador famoso,2x1,Edición Francia,Sí
1507,Premios y sorteos,Sorteo de balones,Edición España,Sí
1508,Humor,Sorteo de balones,Edición España,Sí
1509,Premios y sorteos,Descuento directo,Edición Argentina,Sí
1510,Premios y sorteos,Sorteo de balones,Edición Argentina,Sí
1511,Premios y sorteos,Descuento directo,Edición con jugadores famosos,No
1512,Historias de aficionados,Descuento directo,Edición Brasil,Sí
1513,Un jugador famoso,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1514,Una selección nacional,Descuento directo,Edición España,No
1515,Una selección nacional,Producto gratis,Edición con jugadores famosos,Sí
1516,Una selección nacional,2x1,Edición Brasil,Sí
1517,Una selección nacional,Sorteo de camisetas,Edición Francia,Sí
1518,Una selección nacional,Tarjetas coleccionables,Edición Argentina,No
1519,Humor,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
1520,Historias de aficionados,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1521,Humor,2x1,Edición con tarjetas coleccionables,Sí
1522,Un jugador famoso,2x1,Edición Brasil,Sí
1523,Premios y sorteos,Descuento directo,Edición Argentina,No
1524,Una selección nacional,Sorteo de viajes,Edición Argentina,Sí
1525,Un jugador famoso,Sorteo de camisetas,Edición España,No
1526,Historias de aficionados,Producto gratis,Edición Francia,Sí
1527,Humor,2x1,Edición Brasil,Sí
1528,Un jugador famoso,Sorteo de balones,Edición con tarjetas coleccionables,No
1529,Historias de aficionados,Tarjetas coleccionables,Edición Francia,Sí
1530,Una selección nacional,Producto gratis,Edición Brasil,Sí
1531,Un jugador famoso,Sorteo de camisetas,Edición Brasil,Sí
1532,Premios y sorteos,2x1,Edición Mundial FIFA 2026,No
1533,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,Sí
1534,Premios y sorteos,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1535,Una selección nacional,Sorteo de balones,Edición Inglaterra,No
1536,Premios y sorteos,Descuento directo,Edición Argentina,Sí
1537,Un jugador famoso,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
1538,Premios y sorteos,Producto gratis,Edición con jugadores famosos,Sí
1539,Un jugador famoso,Producto gratis,Edición Argentina,No
1540,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,Sí
1541,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1542,Un jugador famoso,Descuento directo,Edición con jugadores famosos,Sí
1543,Un jugador famoso,Producto gratis,Edición Francia,Sí
1544,Un jugador famoso,Producto gratis,Edición Argentina,Sí
1545,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,No
1546,Premios y sorteos,Producto gratis,Edición con jugadores famosos,No
1547,Una selección nacional,Descuento directo,Edición con tarjetas coleccionables,No
1548,Una selección nacional,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1549,Un jugador famoso,Producto gratis,Edición Brasil,No
1550,Humor,Sorteo de viajes,Edición Brasil,Sí
1551,Una selección nacional,Descuento directo,Edición Brasil,Sí
1552,Un jugador famoso,Sorteo de camisetas,Edición España,No
1553,Humor,Tarjetas coleccionables,Edición Argentina,No
1554,Humor,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
1555,Premios y sorteos,2x1,Edición Brasil,No
1556,Una selección nacional,Producto gratis,Edición Argentina,Sí
1557,Un jugador famoso,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
1558,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,Sí
1559,Una selección nacional,Descuento directo,Edición con jugadores famosos,No
1560,Una selección nacional,2x1,Edición Brasil,Sí
1561,Un jugador famoso,Sorteo de camisetas,Edición Argentina,No
1562,Historias de aficionados,Producto gratis,Edición Inglaterra,Sí
1563,Historias de aficionados,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
1564,Una selección nacional,Sorteo de viajes,Edición con jugadores famosos,Sí
1565,Premios y sorteos,Tarjetas coleccionables,Edición Argentina,Sí
1566,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1567,Una selección nacional,Descuento directo,Edición Francia,No
1568,Historias de aficionados,2x1,Edición Brasil,Sí
1569,Un jugador famoso,Producto gratis,Edición Francia,No
1570,Historias de aficionados,Sorteo de camisetas,Edición Brasil,No
1571,Una selección nacional,Sorteo de viajes,Edición con jugadores famosos,Sí
1572,Historias de aficionados,Tarjetas coleccionables,Edición Brasil,Sí
1573,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,No
1574,Humor,Descuento directo,Edición con jugadores famosos,Sí
1575,Una selección nacional,Producto gratis,Edición con jugadores famosos,Sí
1576,Una selección nacional,2x1,Edición Mundial FIFA 2026,No
1577,Una selección nacional,Sorteo de balones,Edición con jugadores famosos,Sí
1578,Una selección nacional,Sorteo de camisetas,Edición con tarjetas coleccionables,No
1579,Premios y sorteos,Descuento directo,Edición Francia,No
1580,Humor,Sorteo de viajes,Edición Francia,No
1581,Premios y sorteos,Descuento directo,Edición España,No
1582,Una selección nacional,2x1,Edición Mundial FIFA 2026,Sí
1583,Historias de aficionados,2x1,Edición con tarjetas coleccionables,No
1584,Un jugador famoso,Descuento directo,Edición Argentina,No
1585,Un jugador famoso,Sorteo de balones,Edición Brasil,Sí
1586,Una selección nacional,Descuento directo,Edición Mundial FIFA 2026,Sí
1587,Premios y sorteos,Descuento directo,Edición Argentina,Sí
1588,Un jugador famoso,Descuento directo,Edición Brasil,No
1589,Un jugador famoso,Descuento directo,Edición Francia,No
1590,Un jugador famoso,Descuento directo,Edición Argentina,Sí
1591,Un jugador famoso,Sorteo de viajes,Edición Inglaterra,Sí
1592,Un jugador famoso,Sorteo de balones,Edición Francia,Sí
1593,Una selección nacional,Tarjetas coleccionables,Edición Brasil,No
1594,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,Sí
1596,Un jugador famoso,2x1,Edición con tarjetas coleccionables,Sí
1597,Una selección nacional,Sorteo de balones,Edición Brasil,No
1598,Premios y sorteos,Producto gratis,Edición con jugadores famosos,No
1599,Historias de aficionados,2x1,Edición Argentina,Sí
1600,Un jugador famoso,2x1,Edición con jugadores famosos,No
1601,Premios y sorteos,Descuento directo,Edición Mundial FIFA 2026,No
1602,Premios y sorteos,2x1,Edición Inglaterra,Sí
1603,Premios y sorteos,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1604,Un jugador famoso,2x1,Edición Argentina,No
1605,Una selección nacional,Tarjetas coleccionables,Edición con jugadores famosos,No
1606,Premios y sorteos,2x1,Edición con jugadores famosos,No
1607,Un jugador famoso,2x1,Edición con tarjetas coleccionables,No
1608,Un jugador famoso,2x1,Edición Argentina,Sí
1609,Una selección nacional,Sorteo de balones,Edición Mundial FIFA 2026,Sí
1610,Premios y sorteos,Sorteo de viajes,Edición con jugadores famosos,Sí
1611,Historias de aficionados,Sorteo de camisetas,Edición Brasil,No
1612,Premios y sorteos,2x1,Edición con jugadores famosos,No
1613,Una selección nacional,Producto gratis,Edición con jugadores famosos,Sí
1614,Premios y sorteos,Sorteo de camisetas,Edición con jugadores famosos,Sí
1615,Un jugador famoso,Descuento directo,Edición con jugadores famosos,Sí
1616,Historias de aficionados,Tarjetas coleccionables,Edición Francia,Sí
1617,Una selección nacional,Descuento directo,Edición Brasil,Sí
1618,Premios y sorteos,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
1619,Historias de aficionados,Tarjetas coleccionables,Edición Brasil,Sí
1620,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,No
1621,Humor,Descuento directo,Edición Inglaterra,Sí
1622,Un jugador famoso,Descuento directo,Edición Argentina,No
1623,Una selección nacional,2x1,Edición Brasil,Sí
1624,Un jugador famoso,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1625,Premios y sorteos,Descuento directo,Edición España,Sí
1626,Una selección nacional,Descuento directo,Edición Francia,Sí
1627,Un jugador famoso,Sorteo de viajes,Edición Brasil,No
1628,Historias de aficionados,2x1,Edición con jugadores famosos,No
1629,Historias de aficionados,Sorteo de camisetas,Edición Mundial FIFA 2026,No
1630,Premios y sorteos,Sorteo de viajes,Edición con jugadores famosos,No
1631,Premios y sorteos,2x1,Edición Brasil,No
1632,Humor,Descuento directo,Edición Argentina,Sí
1633,Humor,2x1,Edición con tarjetas coleccionables,Sí
1634,Premios y sorteos,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1635,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,Sí
1636,Historias de aficionados,2x1,Edición con tarjetas coleccionables,Sí
1637,Un jugador famoso,Producto gratis,Edición con jugadores famosos,Sí
1638,Humor,Producto gratis,Edición con tarjetas coleccionables,Sí
1639,Humor,2x1,Edición con jugadores famosos,No
1640,Historias de aficionados,Descuento directo,Edición Francia,Sí
1641,Humor,Descuento directo,Edición Argentina,Sí
1642,Un jugador famoso,Descuento directo,Edición Argentina,Sí
1643,Humor,Producto gratis,Edición Argentina,Sí
1644,Historias de aficionados,Sorteo de camisetas,Edición España,Sí
1645,Historias de aficionados,2x1,Edición con jugadores famosos,No
1646,Una selección nacional,2x1,Edición Mundial FIFA 2026,Sí
1647,Una selección nacional,Producto gratis,Edición con jugadores famosos,No
1648,Humor,Tarjetas coleccionables,Edición con jugadores famosos,No
1649,Un jugador famoso,Producto gratis,Edición Argentina,No
1650,Una selección nacional,Descuento directo,Edición con tarjetas coleccionables,Sí
1651,Un jugador famoso,Sorteo de balones,Edición Brasil,No
1652,Humor,Producto gratis,Edición Argentina,Sí
1653,Premios y sorteos,Tarjetas coleccionables,Edición Argentina,No
1654,Premios y sorteos,Descuento directo,Edición Inglaterra,No
1655,Premios y sorteos,Descuento directo,Edición con jugadores famosos,Sí
1656,Humor,2x1,Edición Argentina,Sí
1657,Premios y sorteos,Sorteo de camisetas,Edición Argentina,No
1658,Humor,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
1659,Una selección nacional,2x1,Edición Brasil,Sí
1660,Un jugador famoso,Sorteo de camisetas,Edición Brasil,Sí
1661,Humor,Descuento directo,Edición con jugadores famosos,Sí
1662,Una selección nacional,Descuento directo,Edición Mundial FIFA 2026,Sí
1663,Historias de aficionados,Sorteo de viajes,Edición Francia,Sí
1664,Una selección nacional,Producto gratis,Edición Mundial FIFA 2026,No
1665,Historias de aficionados,2x1,Edición Brasil,Sí
1666,Humor,Descuento directo,Edición con tarjetas coleccionables,No
1667,Un jugador famoso,Sorteo de camisetas,Edición Francia,Sí
1668,Premios y sorteos,Descuento directo,Edición con jugadores famosos,Sí
1669,Premios y sorteos,2x1,Edición con jugadores famosos,No
1670,Un jugador famoso,2x1,Edición Mundial FIFA 2026,No
1671,Humor,Sorteo de balones,Edición Inglaterra,No
1672,Un jugador famoso,Sorteo de camisetas,Edición Brasil,Sí
1673,Humor,Sorteo de viajes,Edición Francia,Sí
1674,Humor,2x1,Edición Brasil,Sí
1675,Una selección nacional,2x1,Edición con jugadores famosos,No
1676,Humor,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1677,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1678,Un jugador famoso,Sorteo de balones,Edición Mundial FIFA 2026,Sí
1679,Una selección nacional,Producto gratis,Edición Francia,Sí
1680,Un jugador famoso,2x1,Edición con jugadores famosos,No
1681,Un jugador famoso,Descuento directo,Edición Brasil,Sí
1682,Un jugador famoso,Sorteo de balones,Edición con jugadores famosos,No
1683,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,Sí
1684,Una selección nacional,Descuento directo,Edición con tarjetas coleccionables,Sí
1685,Humor,Tarjetas coleccionables,Edición España,Sí
1686,Humor,Sorteo de camisetas,Edición con jugadores famosos,No
1687,Humor,Descuento directo,Edición Argentina,Sí
1688,Humor,Producto gratis,Edición Brasil,No
1689,Un jugador famoso,2x1,Edición Mundial FIFA 2026,Sí
1690,Historias de aficionados,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1691,Humor,Sorteo de camisetas,Edición Brasil,Sí
1692,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,No
1693,Historias de aficionados,2x1,Edición Argentina,Sí
1694,Premios y sorteos,2x1,Edición Francia,Sí
1695,Humor,2x1,Edición con jugadores famosos,No
1696,Historias de aficionados,2x1,Edición Brasil,Sí
1697,Premios y sorteos,Descuento directo,Edición Francia,No
1698,Un jugador famoso,Descuento directo,Edición con jugadores famosos,Sí
1699,Premios y sorteos,2x1,Edición Mundial FIFA 2026,Sí
1700,Premios y sorteos,2x1,Edición España,No
1701,Un jugador famoso,Descuento directo,Edición Francia,Sí
1702,Humor,2x1,Edición con jugadores famosos,Sí
1703,Una selección nacional,Producto gratis,Edición Mundial FIFA 2026,Sí
1704,Una selección nacional,Descuento directo,Edición Mundial FIFA 2026,No
1705,Humor,Producto gratis,Edición Inglaterra,Sí
1706,Una selección nacional,Producto gratis,Edición Mundial FIFA 2026,Sí
1707,Historias de aficionados,Descuento directo,Edición Argentina,Sí
1708,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,Sí
1709,Premios y sorteos,2x1,Edición con jugadores famosos,No
1710,Premios y sorteos,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
1711,Un jugador famoso,Sorteo de viajes,Edición Argentina,No
1712,Historias de aficionados,Producto gratis,Edición España,Sí
1713,Una selección nacional,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
1714,Una selección nacional,Sorteo de camisetas,Edición con jugadores famosos,Sí
1715,Historias de aficionados,Descuento directo,Edición con jugadores famosos,No
1716,Un jugador famoso,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
1717,Un jugador famoso,Sorteo de balones,Edición Argentina,No
1718,Premios y sorteos,Sorteo de camisetas,Edición Brasil,No
1719,Premios y sorteos,Tarjetas coleccionables,Edición Argentina,Sí
1720,Humor,2x1,Edición Brasil,No
1721,Humor,Sorteo de balones,Edición con tarjetas coleccionables,Sí
1722,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,Sí
1723,Premios y sorteos,Descuento directo,Edición Francia,Sí
1724,Humor,2x1,Edición Argentina,No
1725,Premios y sorteos,Sorteo de viajes,Edición Inglaterra,No
1726,Historias de aficionados,Sorteo de viajes,Edición Francia,Sí
1727,Un jugador famoso,Sorteo de camisetas,Edición Francia,Sí
1728,Una selección nacional,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1729,Una selección nacional,Tarjetas coleccionables,Edición con tarjetas coleccionables,No
1730,Humor,2x1,Edición Francia,Sí
1731,Un jugador famoso,Sorteo de viajes,Edición Inglaterra,No
1732,Una selección nacional,2x1,Edición con jugadores famosos,Sí
1733,Historias de aficionados,Producto gratis,Edición Inglaterra,Sí
1734,Un jugador famoso,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
1735,Premios y sorteos,Sorteo de viajes,Edición Inglaterra,Sí
1736,Humor,Tarjetas coleccionables,Edición España,No
1737,Premios y sorteos,Descuento directo,Edición Mundial FIFA 2026,Sí
1738,Una selección nacional,Producto gratis,Edición con tarjetas coleccionables,Sí
