id_encuesta,GastoSnacksPartido,CantidadSnacks,AltaIntencionCompra,CategoriaPrecio,FrecuenciaConsumoSnacks,SeleccionApoya,JugadoresInfluyentes,PlaneaVerMundial2026,ConQuienVePartidos,id_encuestado,id_ubicacion,id_tiempo,id_campania
2060,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,Uruguay,Lionel Messi; Lamine Yamal; Rodri,Sí,Familia,2060,2060,2060,2060
2061,Q51 - Q100,3,0,Accesible,Rara vez,Francia,Ninguno,Sí,Amigos,2061,2061,2061,2061
2062,Q51 - Q100,1,1,Super Premium,Todos los días,Argentina,Harry Kane; Cristiano Ronaldo,Sí,Solo,2062,2062,2062,2062
2063,Q25 - Q50,2,0,Moderado,Varias veces al mes,Haití,Jude Bellingham; Vinícius Júnior,Sí,Solo,2063,2063,2063,2063
2064,Q25 - Q50,2,1,Premium,3 a 5 veces por semana,España,Christian Pulisic; Neymar Jr.; Lionel Messi,Sí,Amigos,2064,2064,2064,2064
2065,Q51 - Q100,2,1,Economico,1 a 2 veces por semana,Alemania,Jude Bellingham; Federico Valverde,Sí,Familia,2065,2065,2065,2065
2066,Menos de Q25,2,0,Super Premium,1 a 2 veces por semana,Brasil,Christian Pulisic; Cristiano Ronaldo,Sí,Amigos,2066,2066,2066,2066
2067,Q25 - Q50,3,1,Moderado,Todos los días,Inglaterra,Cristiano Ronaldo; Kylian Mbappé; Jude Bellingham,Sí,Compañeros de trabajo,2067,2067,2067,2067
2068,Más de Q150,2,1,Accesible,1 a 2 veces por semana,Argentina,Julián Álvarez; Lamine Yamal; Alphonso Davies,Sí,Amigos,2068,2068,2068,2068
2069,Q101 - Q150,1,1,Moderado,3 a 5 veces por semana,Francia,Ninguno; Neymar Jr.; Lamine Yamal,Sí,Familia,2069,2069,2069,2069
2070,Q51 - Q100,2,0,Moderado,3 a 5 veces por semana,Brasil,Rodri; Neymar Jr.,Sí,Amigos,2070,2070,2070,2070
2071,Q25 - Q50,1,1,Moderado,Todos los días,Brasil,Vinícius Júnior; Lamine Yamal; Jude Bellingham,Sí,Amigos,2071,2071,2071,2071
2072,Menos de Q25,2,1,Moderado,3 a 5 veces por semana,México,Vinícius Júnior; Federico Valverde; Kylian Mbappé,Sí,Familia,2072,2072,2072,2072
2073,Q25 - Q50,2,0,Premium,Varias veces al mes,Portugal,Cristiano Ronaldo,Sí,Amigos,2073,2073,2073,2073
2074,Q51 - Q100,2,1,Accesible,Varias veces al mes,Alemania,Lionel Messi; Cristiano Ronaldo,Sí,Familia,2074,2074,2074,2074
2075,Q51 - Q100,3,0,Super Premium,3 a 5 veces por semana,Brasil,Kylian Mbappé,Sí,Familia,2075,2075,2075,2075
2076,Q51 - Q100,3,1,Accesible,1 a 2 veces por semana,Croacia,Neymar Jr.; Cristiano Ronaldo; Lamine Yamal,Sí,Familia,2076,2076,2076,2076
2077,Más de Q150,1,1,Super Premium,3 a 5 veces por semana,Brasil,Lionel Messi; Lamine Yamal; Cristiano Ronaldo,Sí,Familia,2077,2077,2077,2077
2078,Q25 - Q50,2,1,Premium,1 a 2 veces por semana,México,Neymar Jr.; Cristiano Ronaldo,Sí,Amigos,2078,2078,2078,2078
2079,Q101 - Q150,3,1,Moderado,3 a 5 veces por semana,México,Vinícius Júnior; Christian Pulisic,Sí,Familia,2079,2079,2079,2079
2080,Q51 - Q100,3,0,Premium,Varias veces al mes,Brasil,Christian Pulisic; Harry Kane,Sí,Solo,2080,2080,2080,2080
2081,Menos de Q25,2,0,Accesible,3 a 5 veces por semana,Brasil,Cristiano Ronaldo,Sí,Compañeros de trabajo,2081,2081,2081,2081
2082,Q25 - Q50,3,1,Premium,3 a 5 veces por semana,Argentina,Vinícius Júnior; Lionel Messi; Neymar Jr.,Sí,Solo,2082,2082,2082,2082
2083,Q25 - Q50,3,1,Moderado,Varias veces al mes,Argentina,Lionel Messi; Alphonso Davies,Sí,Amigos,2083,2083,2083,2083
2084,Q25 - Q50,1,1,Moderado,3 a 5 veces por semana,Uruguay,Kylian Mbappé; Lamine Yamal,Sí,Amigos,2084,2084,2084,2084
2085,Q101 - Q150,2,1,Accesible,Todos los días,Alemania,Neymar Jr.; Christian Pulisic; Jude Bellingham,Sí,Familia,2085,2085,2085,2085
2086,Q101 - Q150,1,1,Economico,1 a 2 veces por semana,Suiza,Alphonso Davies; Cristiano Ronaldo; Lionel Messi,Sí,Amigos,2086,2086,2086,2086
2087,Menos de Q25,3,0,Moderado,Rara vez,Argentina,Cristiano Ronaldo,Sí,Familia,2087,2087,2087,2087
2088,Q25 - Q50,1,1,Moderado,Rara vez,Argentina,Federico Valverde,Sí,Familia,2088,2088,2088,2088
2090,Q25 - Q50,2,0,Accesible,1 a 2 veces por semana,Portugal,Neymar Jr.,Sí,Otro,2090,2090,2090,2090
2091,Q25 - Q50,3,0,Moderado,3 a 5 veces por semana,Estados Unidos,Cristiano Ronaldo; Lionel Messi; Vinícius Júnior,Sí,Amigos,2091,2091,2091,2091
2092,Q51 - Q100,3,1,Premium,Varias veces al mes,Portugal,Lionel Messi; Neymar Jr.; Lamine Yamal,Sí,Amigos,2092,2092,2092,2092
2093,Q25 - Q50,2,1,Accesible,3 a 5 veces por semana,Brasil,Federico Valverde; Lionel Messi; Cristiano Ronaldo,Sí,Amigos,2093,2093,2093,2093
2094,Q51 - Q100,2,0,Accesible,Varias veces al mes,Colombia,Kylian Mbappé,Sí,Familia,2094,2094,2094,2094
2095,Menos de Q25,1,0,Economico,1 a 2 veces por semana,México,Lamine Yamal; Christian Pulisic,Sí,Solo,2095,2095,2095,2095
2096,Más de Q150,3,1,Accesible,1 a 2 veces por semana,Argentina,Neymar Jr.,Sí,Amigos,2096,2096,2096,2096
2097,Menos de Q25,2,0,Accesible,3 a 5 veces por semana,Portugal,Lionel Messi; Christian Pulisic,Sí,Familia,2097,2097,2097,2097
2098,Q25 - Q50,1,0,Moderado,3 a 5 veces por semana,Brasil,Vinícius Júnior; Lamine Yamal; Lionel Messi,Sí,Familia,2098,2098,2098,2098
2099,Q51 - Q100,2,1,Moderado,3 a 5 veces por semana,Francia,Cristiano Ronaldo; Kylian Mbappé,Sí,Amigos,2099,2099,2099,2099
2100,Q25 - Q50,2,1,Accesible,3 a 5 veces por semana,Alemania,Cristiano Ronaldo; Kylian Mbappé,Sí,Familia,2100,2100,2100,2100
2101,Q25 - Q50,3,0,Super Premium,Varias veces al mes,Estados Unidos,Harry Kane; Kylian Mbappé; Neymar Jr.,Sí,Compañeros de trabajo,2101,2101,2101,2101
2102,Q25 - Q50,3,1,Moderado,3 a 5 veces por semana,México,Cristiano Ronaldo; Federico Valverde,Sí,Compañeros de trabajo,2102,2102,2102,2102
2103,Q25 - Q50,3,1,Premium,Todos los días,Inglaterra,Cristiano Ronaldo; Vinícius Júnior; Jude Bellingham,Sí,Amigos,2103,2103,2103,2103
2104,Q25 - Q50,3,1,Economico,Todos los días,Francia,Lamine Yamal,Sí,Familia,2104,2104,2104,2104
2105,Q51 - Q100,1,1,Super Premium,1 a 2 veces por semana,Francia,Kylian Mbappé; Neymar Jr.,Sí,Amigos,2105,2105,2105,2105
2106,Q51 - Q100,2,0,Moderado,Varias veces al mes,Inglaterra,Vinícius Júnior; Jude Bellingham; Christian Pulisic,Sí,Familia,2106,2106,2106,2106
2107,Más de Q150,3,1,Economico,3 a 5 veces por semana,Brasil,Lionel Messi; Lamine Yamal; Vinícius Júnior,Sí,Compañeros de trabajo,2107,2107,2107,2107
2108,Q25 - Q50,2,0,Moderado,1 a 2 veces por semana,Jordania,Christian Pulisic; Cristiano Ronaldo; Lamine Yamal,Sí,Familia,2108,2108,2108,2108
2109,Q101 - Q150,3,1,Economico,1 a 2 veces por semana,TÚNEZ,Lionel Messi; Neymar Jr.,Sí,Familia,2109,2109,2109,2109
2110,Q101 - Q150,2,0,Moderado,Varias veces al mes,Portugal,Christian Pulisic,No,Amigos,2110,2110,2110,2110
2111,Q25 - Q50,3,0,Moderado,Rara vez,Estados Unidos,Neymar Jr.; Vinícius Júnior; Kylian Mbappé,Sí,Amigos,2111,2111,2111,2111
2112,Q25 - Q50,3,0,Accesible,Varias veces al mes,Inglaterra,Christian Pulisic,Sí,Amigos,2112,2112,2112,2112
2113,Q51 - Q100,2,1,Accesible,Varias veces al mes,Argentina,Cristiano Ronaldo; Neymar Jr.; Kylian Mbappé,Sí,Amigos,2113,2113,2113,2113
2114,Q25 - Q50,2,1,Accesible,Rara vez,México,Alphonso Davies,Sí,Solo,2114,2114,2114,2114
2115,Q25 - Q50,2,0,Premium,3 a 5 veces por semana,España,Jude Bellingham; Cristiano Ronaldo; Neymar Jr.,Sí,Familia,2115,2115,2115,2115
2116,Menos de Q25,2,0,Accesible,1 a 2 veces por semana,México,Cristiano Ronaldo,Sí,Familia,2116,2116,2116,2116
2117,Q25 - Q50,1,1,Moderado,1 a 2 veces por semana,Türkiye,Cristiano Ronaldo,Sí,Amigos,2117,2117,2117,2117
2118,Q51 - Q100,3,1,Moderado,3 a 5 veces por semana,México,Ninguno; Neymar Jr.,No,Solo,2118,2118,2118,2118
2119,Q25 - Q50,2,1,Accesible,Varias veces al mes,Francia,Lionel Messi; Kylian Mbappé,Sí,Compañeros de trabajo,2119,2119,2119,2119
2120,Q101 - Q150,1,0,Super Premium,1 a 2 veces por semana,Inglaterra,Lionel Messi,Sí,Familia,2120,2120,2120,2120
2121,Q51 - Q100,2,0,Accesible,Todos los días,Argentina,Neymar Jr.; Vinícius Júnior; Lionel Messi,Sí,Otro,2121,2121,2121,2121
2122,Q25 - Q50,3,0,Moderado,Varias veces al mes,Argentina,Lamine Yamal; Jude Bellingham; Lionel Messi,Sí,Familia,2122,2122,2122,2122
2123,Q101 - Q150,1,0,Accesible,1 a 2 veces por semana,México,Lionel Messi; Vinícius Júnior,No,Amigos,2123,2123,2123,2123
2125,Q51 - Q100,1,1,Moderado,1 a 2 veces por semana,Colombia,Vinícius Júnior; Cristiano Ronaldo; Jude Bellingham,Sí,Compañeros de trabajo,2125,2125,2125,2125
2126,Q25 - Q50,1,0,Moderado,Varias veces al mes,Brasil,Lionel Messi,Sí,Amigos,2126,2126,2126,2126
2127,Q25 - Q50,1,1,Accesible,Varias veces al mes,Argentina,Jude Bellingham; Kylian Mbappé; Neymar Jr.,Sí,Amigos,2127,2127,2127,2127
2128,Q25 - Q50,1,1,Accesible,Todos los días,Alemania,Jude Bellingham; Lamine Yamal; Vinícius Júnior,Sí,Familia,2128,2128,2128,2128
2129,Q101 - Q150,3,1,Moderado,1 a 2 veces por semana,Brasil,Vinícius Júnior; Lionel Messi; Neymar Jr.,Sí,Familia,2129,2129,2129,2129
2130,Q25 - Q50,2,1,Economico,1 a 2 veces por semana,Argentina,Cristiano Ronaldo; Kylian Mbappé; Lionel Messi,Sí,Familia,2130,2130,2130,2130
2131,Menos de Q25,1,1,Accesible,3 a 5 veces por semana,España,Vinícius Júnior; Federico Valverde; Kylian Mbappé,Sí,Familia,2131,2131,2131,2131
2132,Q101 - Q150,3,1,Economico,Todos los días,Argentina,Lionel Messi,Sí,Familia,2132,2132,2132,2132
2133,Menos de Q25,3,1,Accesible,3 a 5 veces por semana,Brasil,Federico Valverde,Sí,Amigos,2133,2133,2133,2133
2134,Q51 - Q100,2,0,Moderado,Varias veces al mes,España,Neymar Jr.,Sí,Amigos,2134,2134,2134,2134
2135,Q25 - Q50,2,0,Accesible,3 a 5 veces por semana,Portugal,Neymar Jr.; Cristiano Ronaldo,Sí,Amigos,2135,2135,2135,2135
2136,Menos de Q25,2,0,Moderado,Varias veces al mes,México,Lionel Messi,Sí,Amigos,2136,2136,2136,2136
2137,Q25 - Q50,3,0,Moderado,Todos los días,Inglaterra,Cristiano Ronaldo; Lionel Messi,Sí,Familia,2137,2137,2137,2137
2138,Q25 - Q50,3,1,Super Premium,3 a 5 veces por semana,Francia,Neymar Jr.,Sí,Familia,2138,2138,2138,2138
2139,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,Panamá,Kylian Mbappé; Jude Bellingham; Neymar Jr.,Sí,Otro,2139,2139,2139,2139
2140,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,Argentina,Neymar Jr.; Vinícius Júnior; Jude Bellingham,Sí,Amigos,2140,2140,2140,2140
2141,Q25 - Q50,3,1,Moderado,Rara vez,Arabia Saudita,Cristiano Ronaldo; Lionel Messi; Lamine Yamal,Sí,Amigos,2141,2141,2141,2141
2142,Menos de Q25,3,1,Moderado,1 a 2 veces por semana,México,Lionel Messi,Sí,Amigos,2142,2142,2142,2142
2143,Q25 - Q50,2,0,Premium,3 a 5 veces por semana,Portugal,Vinícius Júnior,Sí,Solo,2143,2143,2143,2143
2144,Q51 - Q100,2,0,Accesible,Varias veces al mes,España,Cristiano Ronaldo; Federico Valverde; Lionel Messi,Sí,Familia,2144,2144,2144,2144
2145,Q25 - Q50,1,1,Accesible,3 a 5 veces por semana,Argentina,Lionel Messi; Vinícius Júnior; Harry Kane,Sí,Solo,2145,2145,2145,2145
2146,Q25 - Q50,1,1,Moderado,3 a 5 veces por semana,México,Kylian Mbappé; Neymar Jr.; Lionel Messi,Sí,Familia,2146,2146,2146,2146
2147,Q51 - Q100,2,1,Premium,1 a 2 veces por semana,Alemania,Kylian Mbappé,Sí,Otro,2147,2147,2147,2147
2148,Q101 - Q150,3,1,Moderado,Todos los días,México,Neymar Jr.; Christian Pulisic; Rodri,Sí,Solo,2148,2148,2148,2148
2149,Q25 - Q50,3,0,Moderado,3 a 5 veces por semana,Francia,Cristiano Ronaldo; Rodri; Jude Bellingham,Sí,Familia,2149,2149,2149,2149
2150,Menos de Q25,2,0,Premium,Varias veces al mes,Portugal,Lionel Messi,Sí,Amigos,2150,2150,2150,2150
2151,Q51 - Q100,1,0,Premium,Varias veces al mes,Inglaterra,Neymar Jr.,Sí,Amigos,2151,2151,2151,2151
2152,Q51 - Q100,3,1,Premium,Varias veces al mes,Uruguay,Neymar Jr.; Julián Álvarez; Cristiano Ronaldo,Sí,Familia,2152,2152,2152,2152
2153,Q25 - Q50,2,1,Moderado,1 a 2 veces por semana,Argentina,Lionel Messi; Harry Kane; Christian Pulisic,Sí,Familia,2153,2153,2153,2153
2154,Q51 - Q100,1,1,Moderado,1 a 2 veces por semana,Portugal,Kylian Mbappé; Neymar Jr.,Sí,Familia,2154,2154,2154,2154
2155,Q51 - Q100,2,1,Moderado,3 a 5 veces por semana,Inglaterra,Vinícius Júnior; Lamine Yamal; Cristiano Ronaldo,No,Familia,2155,2155,2155,2155
2156,Q51 - Q100,2,1,Accesible,3 a 5 veces por semana,Portugal,Harry Kane; Vinícius Júnior,Sí,Familia,2156,2156,2156,2156
2157,Q25 - Q50,1,1,Accesible,Varias veces al mes,Brasil,Lionel Messi; Cristiano Ronaldo,Sí,Familia,2157,2157,2157,2157
2158,Q25 - Q50,3,0,Moderado,1 a 2 veces por semana,Francia,Neymar Jr.; Cristiano Ronaldo; Vinícius Júnior,Sí,Amigos,2158,2158,2158,2158
2159,Menos de Q25,2,0,Economico,1 a 2 veces por semana,FRANCIA,Lionel Messi; Lamine Yamal; Alphonso Davies,Sí,Familia,2159,2159,2159,2159
2160,Q51 - Q100,2,1,Premium,Todos los días,Portugal,Christian Pulisic,Sí,Familia,2160,2160,2160,2160
2161,Q25 - Q50,2,0,Accesible,3 a 5 veces por semana,Inglaterra,Cristiano Ronaldo,Sí,Amigos,2161,2161,2161,2161
2162,Q51 - Q100,3,1,Accesible,Todos los días,Alemania,Alphonso Davies; Lionel Messi; Harry Kane,Sí,Amigos,2162,2162,2162,2162
2163,Q51 - Q100,3,0,Moderado,1 a 2 veces por semana,Argentina,Cristiano Ronaldo; Neymar Jr.; Vinícius Júnior,Sí,Amigos,2163,2163,2163,2163
2164,Menos de Q25,3,1,Moderado,Varias veces al mes,Francia,Jude Bellingham; Vinícius Júnior; Kylian Mbappé,Sí,Familia,2164,2164,2164,2164
2165,Q25 - Q50,1,1,Accesible,Todos los días,España,Lionel Messi,Sí,Familia,2165,2165,2165,2165
2166,Menos de Q25,2,1,Premium,Todos los días,Brasil,Ninguno,Sí,Familia,2166,2166,2166,2166
2167,Q51 - Q100,2,0,Accesible,1 a 2 veces por semana,Brasil,Jude Bellingham,Sí,Familia,2167,2167,2167,2167
2168,Q101 - Q150,1,0,Accesible,1 a 2 veces por semana,Argentina,Kylian Mbappé,Sí,Solo,2168,2168,2168,2168
2169,Q25 - Q50,1,0,Premium,Todos los días,Estados Unidos,Neymar Jr.; Kylian Mbappé,Sí,Familia,2169,2169,2169,2169
2170,Más de Q150,3,0,Moderado,1 a 2 veces por semana,Haití,Lionel Messi; Vinícius Júnior; Cristiano Ronaldo,Sí,Amigos,2170,2170,2170,2170
2171,Menos de Q25,3,1,Accesible,1 a 2 veces por semana,Brasil,Rodri; Neymar Jr.; Federico Valverde,Sí,Compañeros de trabajo,2171,2171,2171,2171
2172,Menos de Q25,2,1,Moderado,3 a 5 veces por semana,Argentina,Neymar Jr.,Sí,Compañeros de trabajo,2172,2172,2172,2172
2173,Menos de Q25,2,1,Moderado,1 a 2 veces por semana,Portugal,Rodri; Lamine Yamal,Sí,Solo,2173,2173,2173,2173
2174,Q51 - Q100,2,1,Moderado,1 a 2 veces por semana,Czechia,Alphonso Davies; Neymar Jr.,Sí,Familia,2174,2174,2174,2174
2175,Q25 - Q50,1,1,Accesible,Todos los días,Inglaterra,Lionel Messi,Sí,Otro,2175,2175,2175,2175
2176,Q101 - Q150,2,0,Premium,1 a 2 veces por semana,Argentina,Neymar Jr.,Sí,Familia,2176,2176,2176,2176
2177,Menos de Q25,1,1,Premium,1 a 2 veces por semana,Brasil,Kylian Mbappé; Cristiano Ronaldo,Sí,Solo,2177,2177,2177,2177
2178,Q101 - Q150,1,1,Moderado,Varias veces al mes,Colombia,Alphonso Davies; Lionel Messi; Harry Kane,Sí,Amigos,2178,2178,2178,2178
2179,Q51 - Q100,3,1,Moderado,1 a 2 veces por semana,Brasil,Alphonso Davies; Lamine Yamal,Sí,Familia,2179,2179,2179,2179
2180,Q25 - Q50,3,0,Accesible,1 a 2 veces por semana,Brasil,Rodri,Sí,Familia,2180,2180,2180,2180
2181,Q101 - Q150,2,1,Premium,1 a 2 veces por semana,Argentina,Lionel Messi,Sí,Amigos,2181,2181,2181,2181
2182,Q51 - Q100,3,0,Accesible,Todos los días,Portugal,Neymar Jr.; Ninguno,Sí,Amigos,2182,2182,2182,2182
2183,Q25 - Q50,3,1,Accesible,Todos los días,España,Federico Valverde; Vinícius Júnior; Lionel Messi,Sí,Familia,2183,2183,2183,2183
2184,Q25 - Q50,2,1,Accesible,1 a 2 veces por semana,Brasil,Cristiano Ronaldo; Rodri; Alphonso Davies,Sí,Amigos,2184,2184,2184,2184
2185,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,Portugal,Cristiano Ronaldo; Neymar Jr.; Lionel Messi,Sí,Familia,2185,2185,2185,2185
2186,Q25 - Q50,1,1,Moderado,Varias veces al mes,Francia,Cristiano Ronaldo,Sí,Compañeros de trabajo,2186,2186,2186,2186
2187,Menos de Q25,3,0,Moderado,3 a 5 veces por semana,Francia,Lamine Yamal; Neymar Jr.,Sí,Amigos,2187,2187,2187,2187
2188,Q25 - Q50,2,0,Economico,3 a 5 veces por semana,México,Cristiano Ronaldo; Lionel Messi,No,Amigos,2188,2188,2188,2188
2189,Q51 - Q100,1,0,Premium,3 a 5 veces por semana,Brasil,Lionel Messi; Jude Bellingham; Ninguno,Sí,Familia,2189,2189,2189,2189
2190,Menos de Q25,2,1,Moderado,3 a 5 veces por semana,México,Rodri,Sí,Amigos,2190,2190,2190,2190
2191,Q101 - Q150,1,1,Super Premium,3 a 5 veces por semana,Argentina,Vinícius Júnior; Jude Bellingham,Sí,Familia,2191,2191,2191,2191
2192,Q51 - Q100,1,1,Accesible,Varias veces al mes,Francia,Neymar Jr.; Lionel Messi; Lamine Yamal,Sí,Familia,2192,2192,2192,2192
2193,Q25 - Q50,1,0,Premium,3 a 5 veces por semana,Alemania,Harry Kane,No,Familia,2193,2193,2193,2193
2194,Q25 - Q50,3,0,Accesible,Varias veces al mes,Brasil,Cristiano Ronaldo,Sí,Compañeros de trabajo,2194,2194,2194,2194
2195,Menos de Q25,2,0,Accesible,Todos los días,Portugal,Cristiano Ronaldo; Vinícius Júnior,Sí,Familia,2195,2195,2195,2195
2196,Q51 - Q100,1,0,Premium,Varias veces al mes,Países Bajos,Neymar Jr.; Lionel Messi; Kylian Mbappé,Sí,Compañeros de trabajo,2196,2196,2196,2196
2197,Q25 - Q50,1,1,Moderado,1 a 2 veces por semana,España,Ninguno; Cristiano Ronaldo; Federico Valverde,Sí,Compañeros de trabajo,2197,2197,2197,2197
2198,Menos de Q25,3,0,Moderado,Todos los días,México,Lionel Messi; Cristiano Ronaldo; Christian Pulisic,Sí,Amigos,2198,2198,2198,2198
2200,Q51 - Q100,1,1,Economico,3 a 5 veces por semana,Estados Unidos,Alphonso Davies; Lionel Messi; Cristiano Ronaldo,Sí,Familia,2200,2200,2200,2200
2201,Menos de Q25,3,1,Accesible,Todos los días,Argentina,Cristiano Ronaldo; Lamine Yamal; Federico Valverde,Sí,Familia,2201,2201,2201,2201
2202,Q51 - Q100,2,1,Accesible,1 a 2 veces por semana,Brasil,Jude Bellingham,No,Amigos,2202,2202,2202,2202
2203,Q25 - Q50,3,1,Accesible,Varias veces al mes,España,Neymar Jr.; Jude Bellingham,Sí,Amigos,2203,2203,2203,2203
2204,Q51 - Q100,3,1,Moderado,Todos los días,Portugal,Cristiano Ronaldo; Neymar Jr.,Sí,Familia,2204,2204,2204,2204
2205,Q25 - Q50,1,0,Moderado,Todos los días,COLOMBIA,Lionel Messi; Lamine Yamal; Vinícius Júnior,No,Familia,2205,2205,2205,2205
2206,Q25 - Q50,1,1,Premium,3 a 5 veces por semana,Brasil,Christian Pulisic,Sí,Solo,2206,2206,2206,2206
2207,Más de Q150,3,1,Moderado,1 a 2 veces por semana,España,Alphonso Davies; Lionel Messi,Sí,Compañeros de trabajo,2207,2207,2207,2207
2208,Q25 - Q50,3,0,Moderado,1 a 2 veces por semana,Inglaterra,Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,2208,2208,2208,2208
2209,Q25 - Q50,2,1,Accesible,Todos los días,España,Neymar Jr.; Rodri; Vinícius Júnior,Sí,Amigos,2209,2209,2209,2209
2210,Q51 - Q100,2,1,Super Premium,Varias veces al mes,Argentina,Lionel Messi; Rodri; Harry Kane,Sí,Amigos,2210,2210,2210,2210
2211,Q101 - Q150,2,1,Premium,Todos los días,Brasil,Vinícius Júnior,Sí,Amigos,2211,2211,2211,2211
2212,Q51 - Q100,2,0,Accesible,Varias veces al mes,ESTADOS UNIDOS,Julián Álvarez; Jude Bellingham,Sí,Solo,2212,2212,2212,2212
2213,Menos de Q25,1,1,Economico,1 a 2 veces por semana,Brasil,Cristiano Ronaldo,Sí,Familia,2213,2213,2213,2213
2214,Menos de Q25,1,1,Accesible,Todos los días,Argentina,Cristiano Ronaldo; Harry Kane,Sí,Amigos,2214,2214,2214,2214
2215,Q51 - Q100,3,1,Premium,1 a 2 veces por semana,México,Lionel Messi,Sí,Amigos,2215,2215,2215,2215
2216,Más de Q150,1,0,Premium,Varias veces al mes,España,Neymar Jr.,Sí,Familia,2216,2216,2216,2216
2217,Menos de Q25,1,1,Moderado,3 a 5 veces por semana,Francia,Cristiano Ronaldo; Kylian Mbappé; Lamine Yamal,Sí,Compañeros de trabajo,2217,2217,2217,2217
2218,Menos de Q25,1,1,Economico,Varias veces al mes,España,Neymar Jr.; Lionel Messi; Christian Pulisic,Sí,Familia,2218,2218,2218,2218
2219,Q25 - Q50,3,0,Accesible,Varias veces al mes,Colombia,Julián Álvarez; Jude Bellingham,No,Amigos,2219,2219,2219,2219
2220,Q25 - Q50,3,0,Accesible,Todos los días,México,Alphonso Davies,No,Amigos,2220,2220,2220,2220
2221,Menos de Q25,1,1,Premium,3 a 5 veces por semana,Portugal,Rodri,Sí,Familia,2221,2221,2221,2221
2222,Menos de Q25,1,1,Premium,Rara vez,Argentina,Cristiano Ronaldo,Sí,Amigos,2222,2222,2222,2222
2223,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,URUGUAY,Neymar Jr.,Sí,Amigos,2223,2223,2223,2223
2224,Q101 - Q150,2,1,Premium,Varias veces al mes,Estados Unidos,Cristiano Ronaldo,Sí,Familia,2224,2224,2224,2224
2225,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,Inglaterra,Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,2225,2225,2225,2225
2226,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,Nueva Zelanda,Neymar Jr.; Kylian Mbappé,Sí,Familia,2226,2226,2226,2226
2227,Q51 - Q100,1,1,Moderado,1 a 2 veces por semana,Alemania,Kylian Mbappé,No,Amigos,2227,2227,2227,2227
2228,Menos de Q25,1,0,Super Premium,Varias veces al mes,España,Lamine Yamal; Cristiano Ronaldo,Sí,Familia,2228,2228,2228,2228
2229,Q51 - Q100,2,1,Moderado,1 a 2 veces por semana,Portugal,Lamine Yamal,Sí,Amigos,2229,2229,2229,2229
2230,Q25 - Q50,1,0,Moderado,Rara vez,Brasil,Christian Pulisic,Sí,Familia,2230,2230,2230,2230
2231,Q25 - Q50,3,1,Premium,3 a 5 veces por semana,Argentina,Kylian Mbappé; Lamine Yamal; Lionel Messi,Sí,Familia,2231,2231,2231,2231
2232,Q101 - Q150,2,0,Accesible,3 a 5 veces por semana,Portugal,Cristiano Ronaldo,Sí,Amigos,2232,2232,2232,2232
2233,Q25 - Q50,2,1,Accesible,Rara vez,España,Cristiano Ronaldo; Christian Pulisic,Sí,Familia,2233,2233,2233,2233
2234,Q51 - Q100,2,1,Accesible,Todos los días,México,Lamine Yamal,Sí,Amigos,2234,2234,2234,2234
2235,Q51 - Q100,2,1,Accesible,1 a 2 veces por semana,México,Lionel Messi; Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,2235,2235,2235,2235
2236,Q25 - Q50,1,1,Accesible,1 a 2 veces por semana,Brasil,Vinícius Júnior,Sí,Amigos,2236,2236,2236,2236
2237,Q101 - Q150,1,1,Moderado,Varias veces al mes,Nueva Zelanda,Federico Valverde; Lionel Messi; Cristiano Ronaldo,Sí,Solo,2237,2237,2237,2237
2238,Q25 - Q50,1,1,Premium,3 a 5 veces por semana,México,Alphonso Davies; Julián Álvarez; Harry Kane,Sí,Solo,2238,2238,2238,2238
2239,Q101 - Q150,1,1,Accesible,3 a 5 veces por semana,Brasil,Christian Pulisic; Cristiano Ronaldo; Lionel Messi,Sí,Familia,2239,2239,2239,2239
2240,Q25 - Q50,1,0,Accesible,3 a 5 veces por semana,Francia,Alphonso Davies,Sí,Amigos,2240,2240,2240,2240
2241,Más de Q150,3,1,Economico,Varias veces al mes,Argentina,Cristiano Ronaldo; Julián Álvarez,Sí,Familia,2241,2241,2241,2241
2242,Menos de Q25,1,1,Moderado,1 a 2 veces por semana,España,Alphonso Davies,Sí,Compañeros de trabajo,2242,2242,2242,2242
2243,Q51 - Q100,3,0,Moderado,Varias veces al mes,Estados Unidos,Jude Bellingham; Neymar Jr.; Lionel Messi,Sí,Amigos,2243,2243,2243,2243
2244,Q25 - Q50,3,1,Accesible,Varias veces al mes,Nueva Zelanda,Alphonso Davies,No,Familia,2244,2244,2244,2244
2245,Menos de Q25,2,1,Accesible,Todos los días,Portugal,Neymar Jr.,Sí,Amigos,2245,2245,2245,2245
2246,Q25 - Q50,1,0,Super Premium,3 a 5 veces por semana,Colombia,Jude Bellingham,Sí,Compañeros de trabajo,2246,2246,2246,2246
