id_ubicacion,Departamento,Municipio
2410,Chiquimula,Cabecera municipal
2411,Totonicapán,Cabecera municipal
2412,Guatemala,Mixco
2413,Jutiapa,Otro municipio
2414,Quetzaltenango,Quetzaltenango
2415,Alta Verapaz,Cabecera municipal
2416,Quetzaltenango,Quetzaltenango
2417,Chimaltenango,Patzún
2418,Guatemala,San Miguel Petapa
2419,Retalhuleu,Otro municipio
2420,Guatemala,Guatemala
2421,Guatemala,Guatemala
2422,Guatemala,Santa Catarina Pinula
2423,Guatemala,Guatemala
2424,Quetzaltenango,Olintepeque
2425,Petén,Flores
2426,Sacatepéquez,Jocotenango
2427,Sololá,Otro municipio
2428,Guatemala,San Miguel Petapa
2429,Guatemala,Mixco
2430,Quetzaltenango,Coatepeque
2431,ESCUINTLA,Escuintla
2432,Guatemala,Mixco
2433,Totonicapán,Totonicapán
2434,Alta Verapaz,Alta Verapaz
2435,Sololá,OTRO MUNICIPIO
2436,Baja Verapaz,No especificado
2437,Guatemala,Villa Nueva
2438,Petén,Poptún
2440,Guatemala,VILLA NUEVA
2441,El Progreso,El Progreso
2442,Escuintla,Palín
2443,Quetzaltenango,Olintepeque
2444,Jalapa,nan
2445,Huehuetenango,Otro municipio
2446,Quetzaltenango,Coatepeque
2447,Sacatepéquez,Sumpango
2448,Escuintla,Santa Lucía Cotzumalguapa
2449,Guatemala,San Miguel Petapa
2450,Quetzaltenango,Quetzaltenango
2451,Suchitepéquez,Suchitepéquez
2452,Guatemala,San Miguel Petapa
2453,Chimaltenango,Tecpán Guatemala
2454,Guatemala,Mixco
2455,Sololá,Otro municipio
2456,Guatemala,Mixco
2457,Chiquimula,Otro municipio
2458,Sacatepéquez,Antigua Guatemala
2459,Sacatepéquez,No especificado
2460,Guatemala,Villa Nueva
2461,Santa Rosa,Cabecera municipal
2462,Chiquimula,Chiquimula
2463,Chiquimula,Otro municipio
2464,Guatemala,Guatemala
2465,Guatemala,Guatemala
2466,Sacatepéquez,Jocotenango
2467,Guatemala,Mixco
2468,Guatemala,Mixco
2469,Retalhuleu,Retalhuleu
2470,Chimaltenango,Chimaltenango
2471,Quiché,Quiché
2472,GUATEMALA,Villa Nueva
2473,Guatemala,Mixco
2474,Guatemala,San Miguel Petapa
2475,Guatemala,Mixco
2476,Guatemala,Guatemala
2477,Guatemala,San Miguel Petapa
2479,JALAPA,Otro municipio
2480,Chiquimula,Chiquimula
2481,Guatemala,Mixco
2482,Petén,San Benito
2483,Chiquimula,Cabecera municipal
2484,Quetzaltenango,Coatepeque
2485,Guatemala,Santa Catarina Pinula
2486,Guatemala,Mixco
2487,Petén,San Benito
2488,Sacatepéquez,Ciudad Vieja
2489,Quetzaltenango,Olintepeque
2490,Retalhuleu,Cabecera municipal
2491,Quetzaltenango,Coatepeque
2492,Guatemala,Villa Nueva
2493,Escuintla,Santa Lucía Cotzumalguapa
2494,Chimaltenango,Chimaltenango
2495,Guatemala,Santa Catarina Pinula
2496,Guatemala,Mixco
2497,San Marcos,Cabecera municipal
2498,Quetzaltenango,Olintepeque
2499,Guatemala,Santa Catarina Pinula
2500,Sacatepéquez,Sumpango
